Price,Close,High,Low,Open,Volume,Outlier
Ticker,UVXY,UVXY,UVXY,UVXY,UVXY,
Date,,,,,,
2025-10-20,10.670000076293945,11.600000381469727,10.609999656677246,11.579999923706055,28468100,False
2025-10-21,10.5600004196167,11.100000381469727,10.430000305175781,10.819999694824219,24800000,False
2025-10-22,10.770000457763672,11.630000114440918,10.550000190734863,10.640000343322754,60823200,False
2025-10-23,10.4399995803833,10.9399995803833,10.399999618530273,10.859999656677246,25718900,False
2025-10-24,10.199999809265137,10.319999694824219,9.989999771118164,10.029999732971191,23934000,False
