Price,Close,High,Low,Open,Volume,Outlier
Ticker,SVXY,SVXY,SVXY,SVXY,SVXY,
Date,,,,,,
2025-10-20,49.58000183105469,49.599998474121094,48.34000015258789,48.369998931884766,2281000,False
2025-10-21,49.720001220703125,49.91999816894531,48.88999938964844,49.33000183105469,1727400,False
2025-10-22,49.33000183105469,49.709999084472656,48.040000915527344,49.599998474121094,3951100,False
2025-10-23,49.88999938964844,49.93000030517578,49.130001068115234,49.130001068115234,1543900,False
2025-10-24,50.27000045776367,50.599998474121094,50.099998474121094,50.4900016784668,1641000,False
